id,love,joy,passion,happiness,sadness,anger,loneliness,longing,fear,surprise
2142.0,0.50053,0.17915,0.14042,0.05059,0.04479,0.0241,0.0165,0.00983,0.00591,0.02818
2143.0,0.452,0.25656,0.05424,0.08865,0.05076,0.04147,0.01575,0.03146,0.0091,0.0
2144.0,0.53146,0.24234,0.07376,0.06166,0.06527,0.01445,0.0068,0.00425,0.0,0.0
2145.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2146.0,0.59028,0.20707,0.07781,0.04582,0.0311,0.01953,0.01367,0.01082,0.00389,0.0
2147.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2148.0,0.47505,0.21184,0.09439,0.06718,0.05705,0.03948,0.02107,0.01924,0.00486,0.00984
2149.0,0.66723,0.15796,0.07273,0.03537,0.02261,0.01289,0.00261,0.00074,0.0,0.02785
2150.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2151.0,0.45252,0.20496,0.11016,0.10931,0.03922,0.03184,0.01806,0.02386,0.01007,0.0
2152.0,0.72082,0.18674,0.03252,0.02435,0.02232,0.00883,0.00379,0.00063,0.0,0.0
2153.0,0.56616,0.18049,0.074,0.05416,0.04957,0.02828,0.02134,0.01895,0.00705,0.0
2154.0,0.62111,0.13918,0.10113,0.05103,0.03127,0.02778,0.01446,0.01103,0.00301,0.0
2155.0,0.4056,0.14494,0.12853,0.08663,0.08486,0.04117,0.07438,0.02151,0.01237,0.0
2156.0,0.59899,0.13299,0.08101,0.09317,0.06405,0.01235,0.01163,0.00581,0.0,0.0
2157.0,0.54756,0.18311,0.0888,0.059,0.04151,0.03107,0.02548,0.01673,0.00673,0.0
2158.0,0.50652,0.22494,0.08086,0.05946,0.044,0.0361,0.02056,0.02013,0.00743,0.0
2159.0,0.45381,0.29656,0.09677,0.06401,0.03224,0.02358,0.01462,0.01228,0.00613,0.0
2160.0,0.53204,0.13403,0.10916,0.08567,0.0495,0.03893,0.02292,0.01844,0.00932,0.0
2161.0,0.54024,0.21166,0.07006,0.05702,0.03692,0.02566,0.0178,0.01361,0.00628,0.02074
2162.0,0.8,0.05882,0.06078,0.0451,0.03529,0.0,0.0,0.0,0.0,0.0
2163.0,0.5275,0.27112,0.10071,0.05019,0.02607,0.01214,0.00725,0.00502,0.0,0.0
2164.0,0.54183,0.22344,0.08839,0.04131,0.03634,0.03106,0.02098,0.01247,0.00418,0.0
2165.0,0.53692,0.18556,0.08542,0.06462,0.04524,0.03355,0.01984,0.01533,0.00682,0.00669
2166.0,0.66109,0.21148,0.0727,0.02487,0.01766,0.00523,0.00523,0.00174,0.0,0.0
2167.0,0.63628,0.17999,0.05705,0.03728,0.04909,0.01165,0.01417,0.00867,0.00582,0.0
2168.0,0.62311,0.13301,0.06038,0.07119,0.0563,0.02155,0.01256,0.0172,0.0047,0.0
2169.0,0.62497,0.17255,0.06529,0.05313,0.03068,0.02183,0.0149,0.01262,0.00404,0.0
2170.0,0.50208,0.21956,0.08309,0.0575,0.04909,0.02971,0.03272,0.00928,0.01697,0.0
2171.0,0.42386,0.13752,0.14495,0.132,0.09717,0.03549,0.01337,0.01089,0.00475,0.0
2172.0,0.45381,0.29656,0.09677,0.06401,0.03224,0.02358,0.01462,0.01228,0.00613,0.0
2173.0,0.38152,0.3137,0.10172,0.12644,0.05112,0.00872,0.00872,0.00805,0.0,0.0
2174.0,0.48938,0.2001,0.11414,0.05131,0.04529,0.03398,0.02404,0.01665,0.01406,0.01105
2175.0,0.50583,0.20755,0.10424,0.06015,0.04772,0.03208,0.01668,0.02071,0.00505,0.0
2176.0,0.5202,0.21311,0.07422,0.0537,0.04949,0.0384,0.02175,0.02184,0.00729,0.0
2177.0,0.48914,0.22173,0.11219,0.0457,0.05397,0.02994,0.01954,0.01169,0.00304,0.01306
2178.0,0.51162,0.17542,0.09066,0.06993,0.05769,0.05387,0.0159,0.01766,0.00726,0.0
2179.0,0.50967,0.14983,0.0956,0.07279,0.05786,0.04687,0.03191,0.0238,0.01167,0.0
2180.0,0.54379,0.22512,0.08887,0.04858,0.03321,0.02814,0.01577,0.01178,0.00474,0.0
2181.0,0.4762,0.26338,0.06529,0.06584,0.05591,0.02893,0.0158,0.01919,0.00945,0.0
2182.0,0.57267,0.20379,0.10081,0.04873,0.02786,0.02053,0.01289,0.00942,0.00331,0.0
2183.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2184.0,0.54558,0.20295,0.10906,0.05567,0.04366,0.01865,0.00937,0.0118,0.00326,0.0
2185.0,0.1,0.53,0.06,0.08,0.08,0.09,0.03,0.03,0.0,0.0
2186.0,0.61692,0.15978,0.05077,0.05564,0.04337,0.03415,0.01626,0.0163,0.00681,0.0
2187.0,0.54575,0.19788,0.07808,0.06594,0.0399,0.02889,0.01814,0.01693,0.0085,0.0
2188.0,0.5161,0.20973,0.07935,0.06983,0.0465,0.0345,0.01887,0.01819,0.00693,0.0
2189.0,0.55561,0.16762,0.08285,0.0618,0.03967,0.03712,0.02668,0.01832,0.00616,0.00417
2190.0,0.5221,0.1999,0.08267,0.06875,0.04291,0.03348,0.02051,0.02007,0.00961,0.0
2191.0,0.44519,0.26232,0.04022,0.10683,0.03802,0.04931,0.01736,0.03387,0.00688,0.0
2192.0,0.63273,0.12927,0.10359,0.04055,0.04338,0.01949,0.01125,0.0077,0.00352,0.00852
2193.0,0.64091,0.11858,0.0433,0.05415,0.02716,0.02646,0.0165,0.01087,0.00633,0.05573
2194.0,0.45351,0.20781,0.10512,0.06756,0.05479,0.04583,0.02786,0.03034,0.00717,0.0
2195.0,0.5175,0.24165,0.07435,0.05479,0.04095,0.0262,0.01817,0.0179,0.00848,0.0
2196.0,0.57143,0.17403,0.06754,0.07613,0.04421,0.02598,0.01603,0.01333,0.01133,0.0
2197.0,0.41133,0.18618,0.0901,0.11686,0.07364,0.04958,0.03123,0.03035,0.01073,0.0
2198.0,0.47405,0.19143,0.10176,0.07696,0.05187,0.04448,0.0181,0.02806,0.00448,0.0088
2199.0,0.40788,0.24153,0.08274,0.11151,0.0551,0.04258,0.01935,0.02914,0.01016,0.0
2200.0,0.62935,0.11781,0.14007,0.02489,0.03161,0.01141,0.01271,0.02857,0.00357,0.0
2201.0,0.58671,0.20289,0.06867,0.04106,0.04618,0.02462,0.01437,0.01081,0.00469,0.0
2202.0,0.52662,0.17656,0.09918,0.07305,0.04203,0.03607,0.0212,0.01714,0.00815,0.0
2203.0,0.51827,0.21259,0.09291,0.05918,0.03948,0.03209,0.02019,0.01927,0.00602,0.0
2204.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2205.0,0.58681,0.19905,0.09487,0.0319,0.0362,0.01694,0.02409,0.00705,0.0031,0.0
2206.0,0.56619,0.16761,0.07713,0.06319,0.04482,0.02678,0.02776,0.01991,0.0066,0.0
2207.0,0.54998,0.1596,0.07103,0.07161,0.06581,0.03154,0.01807,0.01603,0.01011,0.00623
2208.0,0.5254,0.17177,0.1141,0.06946,0.04724,0.03213,0.01445,0.01839,0.00705,0.0
2209.0,0.57501,0.16843,0.08831,0.05899,0.03421,0.02956,0.01551,0.01331,0.00502,0.01164
2210.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2211.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2212.0,0.54485,0.17253,0.08873,0.062,0.04877,0.0286,0.02128,0.02143,0.01181,0.0
2213.0,0.59899,0.13299,0.08101,0.09317,0.06405,0.01235,0.01163,0.00581,0.0,0.0
2214.0,0.52264,0.17181,0.09722,0.06091,0.05291,0.03542,0.02597,0.02257,0.01054,0.0
2215.0,0.53262,0.18916,0.09047,0.07309,0.04139,0.03405,0.01493,0.01608,0.0053,0.0029
2216.0,0.51979,0.19454,0.09593,0.06612,0.04302,0.03442,0.02045,0.01627,0.00456,0.00489
2217.0,0.66201,0.11856,0.06861,0.0425,0.03736,0.04281,0.01285,0.01359,0.00172,0.0
2218.0,0.55793,0.17111,0.08019,0.06251,0.05094,0.0297,0.01965,0.01689,0.00764,0.00342
2219.0,0.5552,0.20535,0.06339,0.06291,0.03781,0.0348,0.00977,0.02055,0.01022,0.0
2220.0,0.56991,0.18017,0.08445,0.0577,0.04032,0.02882,0.01966,0.01398,0.005,0.0
2221.0,0.6564,0.1637,0.06273,0.04052,0.02693,0.01903,0.01369,0.01168,0.00533,0.0
2222.0,0.54642,0.18985,0.09338,0.06265,0.04145,0.03242,0.01883,0.01095,0.00404,0.0
2223.0,0.55237,0.22482,0.0595,0.04373,0.03892,0.03484,0.02215,0.01523,0.0058,0.00264
2224.0,0.51584,0.14393,0.11032,0.12556,0.04428,0.02045,0.01349,0.01644,0.0097,0.0
2225.0,0.65737,0.17148,0.05345,0.04197,0.03186,0.02008,0.01158,0.00877,0.00344,0.0
2226.0,0.53146,0.24234,0.07376,0.06166,0.06527,0.01445,0.0068,0.00425,0.0,0.0
2227.0,0.65356,0.14073,0.05672,0.05652,0.03923,0.02356,0.00974,0.01249,0.00745,0.0
2228.0,0.57439,0.15105,0.07298,0.0475,0.06015,0.03612,0.02621,0.02206,0.00954,0.0
2229.0,0.40424,0.21984,0.08659,0.0969,0.08508,0.04902,0.0301,0.02573,0.00249,0.0
2230.0,0.51438,0.13927,0.10571,0.08125,0.06493,0.04914,0.03246,0.01286,0.0,0.0
2231.0,0.43894,0.26192,0.08098,0.0815,0.04436,0.04281,0.01444,0.01886,0.00581,0.01037
2232.0,0.59734,0.15293,0.07576,0.04837,0.04337,0.03522,0.02415,0.01427,0.00858,0.0
2233.0,0.61971,0.17125,0.07922,0.04743,0.02873,0.02479,0.01214,0.01071,0.00602,0.0
2234.0,0.64427,0.20323,0.0637,0.03737,0.02246,0.01572,0.00727,0.00413,0.00185,0.0
2235.0,0.53557,0.21298,0.06199,0.06141,0.03751,0.03267,0.01708,0.01514,0.00795,0.01771
2236.0,0.5976,0.21006,0.07037,0.03866,0.02945,0.02174,0.01447,0.01199,0.00566,0.0
2237.0,0.56616,0.18049,0.074,0.05416,0.04957,0.02828,0.02134,0.01895,0.00705,0.0
2238.0,0.66355,0.14751,0.0876,0.0522,0.02219,0.0144,0.00703,0.0042,0.00132,0.0
2239.0,0.51031,0.18522,0.08797,0.06615,0.05317,0.03429,0.02059,0.02454,0.00791,0.00984
2240.0,0.41859,0.17119,0.10644,0.08595,0.04902,0.04381,0.02269,0.02076,0.01046,0.07109
2241.0,0.63741,0.16685,0.06025,0.05626,0.03057,0.02156,0.01311,0.00986,0.00412,0.0
2242.0,0.48147,0.2195,0.07847,0.08317,0.04271,0.04351,0.01918,0.0289,0.00309,0.0
2243.0,0.4436,0.22811,0.09079,0.06465,0.04314,0.03394,0.02162,0.0201,0.00665,0.04739
2244.0,0.53528,0.22467,0.07988,0.06005,0.03606,0.02758,0.01815,0.0126,0.00572,0.0
2245.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2246.0,0.58411,0.15067,0.07584,0.06744,0.04123,0.02759,0.02498,0.02106,0.0071,0.0
2247.0,0.56739,0.1575,0.09035,0.04457,0.04666,0.03554,0.02179,0.01862,0.00862,0.00896
2248.0,0.54056,0.21655,0.07933,0.07809,0.02957,0.02688,0.00997,0.01394,0.00512,0.0
2249.0,0.51153,0.13926,0.21939,0.08238,0.02041,0.01208,0.00426,0.00853,0.00213,0.0
2250.0,0.51606,0.16116,0.10878,0.06879,0.04783,0.025,0.01165,0.01427,0.00561,0.04085
2251.0,0.59635,0.13872,0.06374,0.09308,0.04509,0.02819,0.00995,0.0199,0.00498,0.0
2252.0,0.52506,0.22865,0.1049,0.0749,0.03236,0.01913,0.00842,0.00572,0.00087,0.0
2253.0,0.30253,0.34088,0.09103,0.12965,0.05987,0.04265,0.01446,0.01893,0.0,0.0
2254.0,0.47859,0.18482,0.0956,0.08911,0.05735,0.04387,0.01798,0.02867,0.00402,0.0
2255.0,0.50317,0.19361,0.08985,0.0789,0.04852,0.03358,0.02724,0.01466,0.0056,0.00486
2256.0,0.57998,0.1938,0.10775,0.03676,0.02859,0.03056,0.01047,0.00814,0.00395,0.0
2257.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2258.0,0.39629,0.09094,0.04179,0.06102,0.02956,0.01848,0.00652,0.01305,0.00326,0.33908
2259.0,0.31547,0.18737,0.11999,0.12994,0.0784,0.0672,0.03224,0.06166,0.00772,0.0
2260.0,0.69008,0.1371,0.05019,0.03543,0.0287,0.02528,0.01392,0.01449,0.00481,0.0
2261.0,0.47733,0.22678,0.09785,0.07745,0.04225,0.0322,0.02016,0.01817,0.00781,0.0
2262.0,0.4089,0.05909,0.01435,0.0211,0.00786,0.00949,0.00379,0.00564,0.00134,0.46844
2263.0,0.52979,0.24169,0.07627,0.06011,0.03706,0.01752,0.02155,0.00935,0.00667,0.0
2264.0,0.62668,0.08664,0.05142,0.09872,0.03211,0.05437,0.0338,0.0133,0.00297,0.0
2265.0,0.28047,0.17043,0.12433,0.10744,0.14067,0.05667,0.06667,0.03,0.02333,0.0
2266.0,0.57512,0.15733,0.11583,0.06649,0.03674,0.02297,0.01057,0.0114,0.00356,0.0
2267.0,0.53922,0.20111,0.09713,0.06534,0.03491,0.02035,0.01124,0.01299,0.0059,0.01179
2268.0,0.53392,0.16426,0.10128,0.05208,0.06132,0.03851,0.02351,0.01755,0.00757,0.0
2269.0,0.45187,0.19825,0.10814,0.09514,0.05986,0.04118,0.01944,0.01989,0.00623,0.0
2270.0,0.50947,0.22804,0.09102,0.07273,0.03633,0.02761,0.0163,0.01335,0.00516,0.0
2271.0,0.47887,0.1638,0.13186,0.09003,0.04481,0.04059,0.02222,0.02092,0.0069,0.0
2272.0,0.51146,0.22908,0.0709,0.1022,0.03268,0.02537,0.01691,0.00781,0.00359,0.0
2273.0,0.51306,0.17826,0.11928,0.06055,0.05439,0.03825,0.01468,0.01415,0.00378,0.00362
2274.0,0.55893,0.17442,0.05473,0.0647,0.04288,0.02865,0.01164,0.01503,0.00989,0.03914
2275.0,0.39867,0.19034,0.17232,0.13441,0.03024,0.038,0.01789,0.01437,0.00375,0.0
2276.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2277.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2278.0,0.47743,0.21686,0.07461,0.08367,0.05153,0.03928,0.02095,0.02391,0.00775,0.00401
2279.0,0.42904,0.06275,0.03138,0.03234,0.02665,0.0212,0.01451,0.01123,0.00528,0.36561
2280.0,0.57947,0.19915,0.08148,0.04983,0.03563,0.02073,0.01479,0.0138,0.00512,0.0
2281.0,0.57417,0.17853,0.06693,0.05276,0.04126,0.03527,0.0229,0.01857,0.0096,0.0
2282.0,0.54645,0.21286,0.07585,0.05034,0.03983,0.03795,0.0176,0.0132,0.00592,0.0
2283.0,0.34854,0.22043,0.1379,0.09653,0.08894,0.04691,0.02329,0.02854,0.00892,0.0
2284.0,0.54223,0.17611,0.08491,0.08023,0.03967,0.03778,0.01708,0.01823,0.00376,0.0
2285.0,0.47347,0.20766,0.10107,0.07593,0.05021,0.04018,0.02515,0.01704,0.00928,0.0
2286.0,0.53572,0.2071,0.08302,0.07155,0.03978,0.02874,0.01647,0.01284,0.00478,0.0
2287.0,0.51026,0.21965,0.09916,0.0707,0.03746,0.03009,0.01482,0.01331,0.00455,0.0
2288.0,0.54616,0.1939,0.07901,0.06002,0.04076,0.03512,0.02265,0.01613,0.00627,0.0
2289.0,0.50446,0.17411,0.08981,0.08092,0.06066,0.04185,0.02025,0.02257,0.00539,0.0
2290.0,0.4779,0.22838,0.0984,0.04955,0.04909,0.0473,0.02429,0.01924,0.00585,0.0
2291.0,0.50821,0.20472,0.09238,0.07648,0.04205,0.03466,0.0196,0.01589,0.00601,0.0
2292.0,0.52074,0.20987,0.08036,0.07154,0.04464,0.02989,0.02027,0.01519,0.00749,0.0
2293.0,0.53205,0.23143,0.10055,0.04206,0.04944,0.01857,0.01217,0.00727,0.00645,0.0
2294.0,0.61765,0.14878,0.08267,0.04476,0.03915,0.02841,0.01537,0.01305,0.00527,0.00488
2295.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2296.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2297.0,0.58778,0.15567,0.11024,0.07807,0.06826,0.0,0.0,0.0,0.0,0.0
2298.0,0.4056,0.14494,0.12853,0.08663,0.08486,0.04117,0.07438,0.02151,0.01237,0.0
2299.0,0.64244,0.12497,0.10676,0.04514,0.02919,0.02464,0.00824,0.0142,0.00442,0.0
2300.0,0.8,0.05882,0.06078,0.0451,0.03529,0.0,0.0,0.0,0.0,0.0
2301.0,0.60676,0.18733,0.0671,0.04425,0.0385,0.03324,0.01471,0.00537,0.00275,0.0
2302.0,0.59957,0.17747,0.06191,0.03569,0.04421,0.0285,0.02574,0.01984,0.00707,0.0
2303.0,0.695,0.06761,0.08703,0.0648,0.03596,0.02749,0.01534,0.00677,0.0,0.0
2304.0,0.41359,0.21041,0.12883,0.05794,0.07242,0.04192,0.03449,0.02721,0.01319,0.0
2305.0,0.52116,0.2152,0.07801,0.07081,0.03649,0.0293,0.01748,0.01794,0.00865,0.00498
2306.0,0.53217,0.18552,0.07879,0.07282,0.04862,0.0324,0.02138,0.02067,0.00762,0.0
2307.0,0.5948,0.20949,0.07042,0.04843,0.02868,0.02399,0.0113,0.00969,0.0032,0.0
2308.0,0.526,0.18259,0.0847,0.07209,0.04456,0.03996,0.02092,0.01899,0.01019,0.0
2309.0,0.54696,0.20243,0.06525,0.066,0.04738,0.02699,0.01802,0.01913,0.00783,0.0
2310.0,0.70592,0.14734,0.06392,0.03218,0.01754,0.01305,0.0082,0.00817,0.00369,0.0
2311.0,0.43153,0.23724,0.11515,0.06289,0.0554,0.03013,0.01799,0.01873,0.01008,0.02086
2312.0,0.54183,0.22344,0.08839,0.04131,0.03634,0.03106,0.02098,0.01247,0.00418,0.0
2313.0,0.47655,0.1733,0.10331,0.08372,0.05889,0.04451,0.0258,0.0203,0.00814,0.00548
2314.0,0.41643,0.22796,0.09835,0.06804,0.0676,0.05769,0.02249,0.02766,0.01378,0.0
2315.0,0.43398,0.25641,0.11843,0.06542,0.0508,0.03966,0.01402,0.01926,0.00201,0.0
2316.0,0.44767,0.22282,0.11801,0.07187,0.04941,0.03848,0.02144,0.0221,0.00821,0.0
2317.0,0.63856,0.15497,0.07344,0.05108,0.02894,0.02026,0.01131,0.00891,0.00388,0.00864
2318.0,0.45603,0.21969,0.09437,0.08005,0.05767,0.04376,0.02149,0.0193,0.00763,0.0
2319.0,0.47666,0.2071,0.10801,0.0547,0.05397,0.03825,0.02992,0.01343,0.00541,0.01256
2320.0,0.58428,0.08626,0.08892,0.1004,0.05215,0.00895,0.00767,0.00639,0.0,0.06498
2321.0,0.51748,0.17163,0.15262,0.04987,0.03798,0.02612,0.02094,0.01711,0.00625,0.0
2322.0,0.64372,0.1272,0.04742,0.03788,0.06757,0.01341,0.0252,0.0312,0.00641,0.0
2323.0,0.49356,0.21786,0.09686,0.06899,0.04051,0.03351,0.01969,0.01692,0.00557,0.00652
2324.0,0.57288,0.18328,0.08572,0.04994,0.04261,0.02675,0.01831,0.01491,0.0056,0.0
2325.0,0.5092,0.20192,0.08141,0.06654,0.05199,0.03615,0.0251,0.02155,0.00614,0.0
2326.0,0.51599,0.18422,0.09108,0.06701,0.04991,0.03344,0.0243,0.02416,0.00989,0.0
2327.0,0.53011,0.19674,0.10191,0.06507,0.03731,0.03033,0.0187,0.01498,0.00484,0.0
2328.0,0.42302,0.11455,0.0543,0.052,0.02387,0.018,0.01215,0.01198,0.0038,0.28634
2329.0,0.64401,0.07927,0.11387,0.03873,0.03752,0.04831,0.0204,0.01082,0.00707,0.0
2330.0,0.53878,0.20577,0.10202,0.09565,0.02169,0.01324,0.00716,0.01224,0.00344,0.0
2331.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2332.0,0.43077,0.24332,0.08309,0.06194,0.06743,0.03064,0.01671,0.05501,0.01109,0.0
2333.0,0.62916,0.17879,0.05818,0.04068,0.03597,0.0275,0.01324,0.01262,0.00387,0.0
2334.0,0.55113,0.16557,0.08189,0.07761,0.04751,0.02637,0.01944,0.02289,0.00759,0.0
2335.0,0.40339,0.18664,0.15816,0.07794,0.05155,0.05595,0.0198,0.02431,0.02226,0.0
2336.0,0.80629,0.04757,0.06364,0.03328,0.03188,0.0045,0.00257,0.00706,0.00321,0.0
2337.0,0.46732,0.20784,0.06681,0.12073,0.05584,0.03434,0.01917,0.02297,0.00498,0.0
2338.0,0.50967,0.14983,0.0956,0.07279,0.05786,0.04687,0.03191,0.0238,0.01167,0.0
2339.0,0.60294,0.17238,0.07434,0.0457,0.04914,0.02067,0.02201,0.00904,0.00378,0.0
2340.0,0.49924,0.23232,0.08181,0.06353,0.0411,0.03783,0.01895,0.01714,0.00806,0.0
2341.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2342.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2343.0,0.53753,0.21115,0.08865,0.06679,0.03472,0.02849,0.01417,0.01208,0.00642,0.0
2344.0,0.56092,0.18791,0.07566,0.05357,0.04708,0.03029,0.02149,0.01468,0.00839,0.0
2345.0,0.45173,0.27917,0.08543,0.07595,0.0395,0.0281,0.01733,0.01638,0.00642,0.0
2346.0,0.4956,0.20804,0.10671,0.06993,0.04378,0.03292,0.01977,0.0156,0.00766,0.0
2347.0,0.50694,0.17041,0.10772,0.07885,0.05213,0.03416,0.02217,0.01864,0.00899,0.0
2348.0,0.50648,0.20477,0.10663,0.07066,0.04642,0.03018,0.016,0.01334,0.00553,0.0
2349.0,0.56073,0.17365,0.08725,0.05756,0.04439,0.03082,0.02227,0.01609,0.00723,0.0
2350.0,0.568,0.20812,0.07269,0.05238,0.04173,0.0274,0.01406,0.0121,0.00352,0.0
2351.0,0.41945,0.1848,0.10063,0.09176,0.06501,0.0616,0.02326,0.02457,0.00995,0.01897
2352.0,0.33573,0.28237,0.13553,0.13956,0.05162,0.02444,0.01582,0.01087,0.00407,0.0
2353.0,0.40162,0.24695,0.15342,0.07269,0.05968,0.02889,0.01367,0.02307,0.0,0.0
2354.0,0.58146,0.18011,0.10161,0.04501,0.03818,0.02803,0.01101,0.01371,0.0009,0.0
2355.0,0.66123,0.17091,0.05739,0.03662,0.02938,0.01919,0.01664,0.00568,0.00296,0.0
2356.0,0.53571,0.18396,0.09042,0.06636,0.04456,0.03461,0.01685,0.01771,0.00622,0.00359
2357.0,0.61159,0.16024,0.06895,0.05739,0.04389,0.02553,0.01085,0.01725,0.00433,0.0
2358.0,0.67174,0.1809,0.06577,0.03268,0.02021,0.0172,0.00618,0.00436,0.00095,0.0
2359.0,0.53079,0.18952,0.07486,0.06938,0.0435,0.03761,0.02007,0.01956,0.00439,0.01032
2360.0,0.5417,0.1798,0.07081,0.06081,0.05256,0.03067,0.02041,0.01663,0.00703,0.01958
2361.0,0.61791,0.16661,0.05976,0.04303,0.05079,0.01702,0.01766,0.0218,0.00542,0.0
2362.0,0.56186,0.17319,0.07918,0.06293,0.04577,0.02987,0.01811,0.01503,0.00495,0.00912
2363.0,0.56115,0.2049,0.08575,0.05167,0.0366,0.0244,0.01479,0.01284,0.00621,0.00169
2364.0,0.50174,0.2785,0.08193,0.04003,0.03394,0.0329,0.01276,0.01227,0.00592,0.0
2365.0,0.55141,0.18509,0.09617,0.05737,0.03901,0.03235,0.01817,0.01504,0.00539,0.0
2366.0,0.52058,0.22696,0.10191,0.0776,0.02582,0.02155,0.0064,0.01493,0.00427,0.0
2367.0,0.66122,0.09783,0.18395,0.03935,0.01765,0.0,0.0,0.0,0.0,0.0
2368.0,0.65341,0.22895,0.0395,0.03573,0.01725,0.00959,0.00785,0.00474,0.00298,0.0
2369.0,0.36597,0.16705,0.16735,0.18201,0.05715,0.03242,0.01211,0.01298,0.00295,0.0
2370.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2371.0,0.53175,0.19167,0.09505,0.07587,0.0521,0.01808,0.01669,0.01527,0.00351,0.0
2372.0,0.6551,0.09188,0.11316,0.06846,0.02001,0.01874,0.00653,0.01902,0.0071,0.0
2373.0,0.56567,0.15465,0.0767,0.06556,0.04428,0.0361,0.02319,0.02529,0.00855,0.0
2374.0,0.65913,0.18237,0.0587,0.03425,0.02282,0.01944,0.01008,0.00879,0.00442,0.0
2375.0,0.31837,0.23629,0.07073,0.06354,0.14543,0.05041,0.04741,0.04741,0.02041,0.0
2376.0,0.53614,0.21043,0.06608,0.06757,0.03804,0.03393,0.02048,0.02277,0.00457,0.0
2377.0,0.71593,0.03672,0.02023,0.00906,0.00463,0.00442,0.00155,0.00285,0.00065,0.20396
2378.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2379.0,0.5471,0.21614,0.0884,0.04736,0.03631,0.0286,0.01482,0.01484,0.00642,0.0
2380.0,0.59814,0.15422,0.06945,0.04995,0.04963,0.02987,0.02604,0.01256,0.01016,0.0
2381.0,0.41548,0.24994,0.09859,0.08217,0.05584,0.04806,0.01899,0.01564,0.00867,0.00662
2382.0,0.4646,0.21286,0.09666,0.08691,0.04237,0.04264,0.02038,0.0242,0.00939,0.0
2383.0,0.59899,0.13299,0.08101,0.09317,0.06405,0.01235,0.01163,0.00581,0.0,0.0
2384.0,0.44584,0.22137,0.07216,0.06685,0.06296,0.05314,0.03724,0.02728,0.01315,0.0
2385.0,0.51075,0.22165,0.06902,0.07091,0.04543,0.03302,0.01945,0.02051,0.00784,0.00143
2386.0,0.7055,0.12745,0.05231,0.03894,0.02281,0.02367,0.01251,0.01194,0.00488,0.0
2387.0,0.59436,0.16323,0.09358,0.05197,0.03686,0.02463,0.02436,0.00792,0.00309,0.0
2388.0,0.59999,0.11765,0.12157,0.0902,0.07059,0.0,0.0,0.0,0.0,0.0
2389.0,0.51239,0.167,0.10959,0.05834,0.05408,0.03738,0.02076,0.01666,0.00831,0.0155
2390.0,0.57392,0.15917,0.07653,0.07773,0.04513,0.03363,0.01517,0.01406,0.00467,0.0
2391.0,0.63124,0.21056,0.05534,0.03919,0.02471,0.01697,0.01138,0.00811,0.0025,0.0
2392.0,0.58378,0.19093,0.09441,0.05761,0.03299,0.01646,0.01089,0.00951,0.00341,0.0
2393.0,0.3475,0.15132,0.10828,0.0826,0.10779,0.115,0.03,0.035,0.0225,0.0
2394.0,0.5584,0.20348,0.07336,0.04651,0.04544,0.03329,0.01764,0.01571,0.00617,0.0
2395.0,0.60514,0.1682,0.09675,0.04262,0.03523,0.02604,0.01293,0.00954,0.00356,0.0
2396.0,0.53429,0.19825,0.08013,0.0736,0.03968,0.03354,0.01512,0.01729,0.00636,0.00175
2397.0,0.54589,0.20591,0.07368,0.06604,0.0476,0.03663,0.0124,0.01066,0.00119,0.0
2398.0,0.51743,0.20158,0.08811,0.06844,0.04352,0.03343,0.02114,0.01217,0.00474,0.00943
2399.0,0.51069,0.22195,0.08037,0.06194,0.04873,0.04074,0.01722,0.01379,0.00457,0.0
2400.0,0.52516,0.18458,0.08608,0.05577,0.05341,0.03856,0.02322,0.01744,0.00979,0.00599
2401.0,0.54436,0.19009,0.06549,0.07834,0.04137,0.03874,0.018,0.01766,0.00594,0.0
