emotion,lyric
슬픔,어제보다 더 오늘이 아프다
슬픔,정말 울고 웃고 또 울어 이제
슬픔,눈물도 안나 괜찮아진 듯 했어
슬픔,한 달이면 잊혀질 거라고 믿었는데
슬픔,일년이 지나도 니 생각만 나요
슬픔,바람이 부는 쓸쓸한 거리에서
슬픔,우리가 함께 걷던 이거리 에서
슬픔,괜찮아요 괜찮아요 꼭 참아볼게요
슬픔,말하지 않아도 알아요
슬픔,괜히 아무렇지 않은 척 하고
슬픔,아무일 없다고 말하고 다녀도
슬픔,맘처럼 잊혀지는 게 쉽지 않아서
슬픔,더 아프고 아파서 너무 슬퍼요
슬픔,말하지 않아도 이젠
슬픔,잊지 못해 너를 잊지 못해
슬픔,참 잊기 힘든 사람이라서 더 미워
슬픔,시간이 지나면 괜찮아 지겠지
슬픔,점점 더 멀어지는 니가 그리워
슬픔,저녁 노을이 지는 이 자리에서
슬픔,우리가 울고 웃던 이 자리에서
슬픔,그리워요 그리워요 꼭 참아볼게요
슬픔,나도 나도 알아요
슬픔,사진을 보다가 한쪽을 찢었어
슬픔,지금 우리처럼 한쪽을 찢었어
슬픔,난 남자답게 그렇게 널 잊고 싶어서
슬픔,사진을 찢어버렸어
슬픔,편지를 보다가 한쪽을찢었어
슬픔,거울을 보다가 눈물이 비쳐서 한참을 울었어
슬픔,난 눈물로 널 잊고싶어서
슬픔,그래 잊고 싶어서 편지를 찢었어 (오 베이베)
슬픔,혼자서도 잘해낼 거라고
슬픔,난 너 없이도 잘해낼 수 있을거라고
슬픔,만약 니가 딴사람 만나면 행복을 빌어줄 거라고
슬픔,난 너 없이도 잘해낼 거라고
슬픔,난 습관처럼 눈물 흘리지 않는다고
슬픔,내 손 위에 찢겨진 두장 중에 한장을 태웠어
슬픔,사진을 보다가
슬픔,Rap)
슬픔,난 가끔 울 것만같아
슬픔,난 지금 울 것만같아
슬픔,난 조금 알 것도같아
슬픔,이런게 이별이란걸
슬픔,내 지갑 속엔 지금도 버리지 못한 찢겨진 니 사진
슬픔,한장 또 한장 빛바랜 추억 한장
슬픔,아직도 버리지 못한 반지 또 편지
슬픔,가끔은 니 생각에 지쳐
슬픔,사랑을 하다가 한쪽을 잃었어
슬픔,사랑을 하다가  나 혼자 남아서
슬픔,한참을 울었어 난 눈물로 널 잊고 싶어서
슬픔,그래 잊고 싶어서 편지를 찢었어
슬픔,난 너없이도 잘해낼 수 있을 거라고
슬픔,난 습관처럼 눈물 흘리진 않는다고
슬픔,혼자서도 잘해 낼거라고
슬픔,난 너 없이도 잘해낼 수 있을 거라고
슬픔,이젠 나 너 없이도 잘해낼 거라고
슬픔,이렇게 다짐하지만
슬픔,잠시 나도 모르게 (나도모르게)
슬픔,어느새 널 기다려
슬픔,항상 웃고 있는 너의 사진을 보다가
슬픔,슬픔이 차올라서
슬픔,한잔을 채우다가 떠난 그대가 미워서
슬픔,나 한참을 흉보다가
슬픔,나 어느새 그대 말투 내가 하죠
슬픔,난 늘 술이야 맨날 술이야
슬픔,널 잃고 이렇게 내가 힘들 줄이야
슬픔,이제 난 남이야 정말 남이야
슬픔,널 잃고 이렇게 우린 영영
슬픔,이제 우리 둘은 남이야
슬픔,또 다시 어느새 그대 말투 또 내가 하죠
슬픔,이제 우리 둘은
슬픔,술 마시면 취하고(술마시면 취하고)
슬픔,(나)나 한 얘기를 또 하고(또 하고)
슬픔,이제 넌 남인 줄도 모르고 너 하나 기다렸어
슬픔,(난 늘 술이야 맨날 술이야
슬픔,널 잃고 이렇게 우리 영영 이제 우리 둘은
슬픔,정말 영영 이제 우리 둘은) 남이야
슬픔,저물어가는 오늘도 난 술이야
슬픔,헤어진 다음날 니 목소리 없이
슬픔,아침에 혼자 눈을 뜨게 된거야
슬픔,실감이 안나 전화기를 켜보니
슬픔,"니 사진은, 우리 둘 사진은"
슬픔,그대로 있는데 여기있는데
슬픔,어떻게 벌써 보고 싶은데
슬픔,이젠 지워야겠지 모두 지워야 겠지
슬픔,웃는 너의 사진을 행복한 우리 사진을
슬픔,한장씩 너를 지울때 마다 가슴이 아려와
슬픔,너의 사진이 점점 흐려져~
슬픔,"사진 속 너를 불러도 보고,너를 만져도 보고"
슬픔,너무 잔인한 일이야 너를 지우는 일..
슬픔,그대로 있는데 웃고 있는데
슬픔,사진 속 니가 웃고 있는데
슬픔,이땐 행복했나봐 이땐 몰랐었나봐
슬픔,우린 좋았었는데 우린 좋았을텐데..
슬픔,너무 잔인한 일이야..너를 지우는 일..
슬픔,이젠 눈 감고 널 지워
슬픔,어차피 우린 아닌거잖아
슬픔,마지막 사진 한장뿐
슬픔,마지막 너의 얼굴이 보여 너무 아름다워요
슬픔,이제 다시는 볼수 없음에
슬픔,"한번더 너를 불러도 보고, 너를 만져도 보고"
슬픔,너무 잔인한 일이지만은
슬픔,널 지웠어...
슬픔,그대보내고 멀리
슬픔,가을새와 작별하듯
슬픔,그대떠나 보내고
슬픔,돌아와술잔앞에앉으면
슬픔,눈물나누나
슬픔,그대보내고 아주
슬픔,지는별빛 바라볼때
슬픔,눈에흘러내리는
슬픔,못 다한 말들 그아픈사랑
슬픔,지울수있을까?
슬픔,어느하루 비라도 추억처럼
슬픔,"흩날리는 거리에서,"
슬픔,쓸쓸한 사람되어
슬픔,고개~숙이면 그대~목소리
슬픔,너무아픈 사랑은
슬픔,사랑이 아니었음을
슬픔,어느하루 바람이
슬픔,젖은어깨 스치며 지나가고
슬픔,내지친 시간들이
슬픔,창에 어리면 그대 미워져
슬픔,너무 아픈 사랑은
슬픔,이제 우리 다시는 사랑으로
슬픔,세상에 오지말기
슬픔,그립던 말들도 묻어버리기.
슬픔,못다한사랑!
슬픔,너무아픈 사랑은 사랑이 아니었음을
슬픔,Another Day
슬픔,슬픈 말은 하지 말아요
슬픔,So far away
슬픔,아무 말도 하지 말아요
슬픔,사랑이 그렇게
슬픔,힘들게 하나요
슬픔,마음이 그렇게
슬픔,너만 찾고 있나요
슬픔,머리가 희미해
슬픔,아직도 넌
슬픔,가슴 깊은 곳에 사나 봐
슬픔,마음이 아파와
슬픔,지금도 난
슬픔,네가 보고 싶나 봐
슬픔,아프고 아파도
슬픔,널 바라볼 수 없잖아
슬픔,오늘도 이렇게
슬픔,그리우면 어떡해
슬픔,차가운 바람에
슬픔,너를 느껴
슬픔,두 눈을 감고 널 생각해
슬픔,좋았던 기억은
슬픔,간직할게
슬픔,가끔 꺼내어 볼게
슬픔,보고 싶어 어떡해
슬픔,나를 붙잡아줘요
슬픔,놓지 마요
슬픔,제발 내 곁을 떠나지마
슬픔,우우우우 우우 우 우우
슬픔,왜 말을 못 해
슬픔,난 여기에 있는데
슬픔,우우우
슬픔,다시 만나면 네게 얘기할 거야
슬픔,너를 많이 사랑한다고
슬픔,매일 그렇게
슬픔,너를 기다리고 있을 거라고
그리움,어쩜 살아가다 보면 한번은 날 찾을지 몰라
그리움,난 그 기대 하나로 오늘도 힘겹게 버틴걸
그리움,난 참 기억력도 좋지 않은데 왜 너의 관한건
그리움,그 사소한 추억들 까지도 생각이 나는지
그리움,너를 잊을 순 없지만 붙잡고 싶지만
그리움,이별 앞에서 할 수 있는건
그리움,좋은 기억이라도 남도록
그리움,편히 보내 주는 일
그리움,혼자 남아도 괜찮아 가도 괜찮아
그리움,세상에 제일 자신 있는 건
그리움,내가 언제나 그래 왔듯이
그리움,너를 기다리는 일
그리움,부디 하루 빨리 좋은 사람과 행복하길 바래
그리움,그래야만 내 마음 속에서 널 보낼 것 같아
그리움,너를 잊을순 없지만 붙잡고 싶지만
그리움,이별 앞에서 할 수 있는 건
그리움,이젠 멀어져 가지만 잠시였지만
그리움,태어나 처음 잘한 듯 한건
그리움,내겐 아무리 생각해봐도
그리움,너를 사랑 했던 일
그리움,서로가 하나씩 이별의 선물을 나눠간 거잖아
그리움,난 마음을 준대신 넌 내게 추억을 준거야
그리움,다시 또 나를 살아가게 할거야
그리움,날 아프게 했지만 울게 했지만
그리움,이것 하나 만큼은 고마워
그리움,눈 감는 그날 내가 가져갈 추억 만들어 줘서
그리움,늦은저녁 하루를 보내고
그리움,찬바람에 창문을 닫으니
그리움,아득하게 조용한 방에서
그리움,아주
그리움,작은 조명하나를 켜놓고
그리움,어둑해진 밖을 바라보니
그리움,문득 너무도 슬퍼지네
그리움,매일듣는 노래 LIST 엔
그리움,하나같이 다 우리얘기뿐
그리움,이별은 모두 다 같으니까
그리움,다시
그리움,조심스럽게 행복했던날
그리움,아름답던 너를 그려보니
그리움,나도모르게 눈물이 나네
그리움,"그리워,그리워 니가 너무나 그리워서"
그리움,보고싶어서
그리움,잊고 싶지 않아서 잊을수가 없어서
그리움,못해준게 너무 많아서
그리움,더 그리워
그리움,너무나도 사랑했었기에
그리움,아름답게 우린 헤어졌어
그리움,현실안에 서로를 위해서
그리움,알아
그리움,어차피 우린 안될걸
그리움,누구보다 잘 알지만
그리움,왜 이렇게도 눈물이 나는건지
그리움,정말 널 잊고 싶지 않아서
그리움,널 다시 붙잡고싶어서
그리움,지금 너무나 난 니가 그리워
그리움,baby my love
그리움,그날에 우리 아픈 기억
그리움,그대에겐 그렇게
그리움,바래지고 바래지는
그리움,또 다른 이별의 흔적이겠죠
그리움,남겨진 우리 아픈상처
그리움,내 세상엔 너무도
그리움,소중하고 소중했던
그리움,단 하나 뿐인 그대의 흔적
그리움,다 잊었다 했죠
그리움,아니 잊은척 하려 했겠죠
그리움,오랜 기억 속에 그댈 담아 두고서
그리움,참아왔던 이 시간들
그리움,더는 그러지 못해  놓아보려 했지만
그리움,추억이란 말 속에 아직도 난
그리움,서성이고 있었죠
그리움,그날에 우린 아픈기억
그리움,남겨진 우리 아픈 상처
그리움,그렇게 그대 손 놓지 않고
그리움,내 마음 그대에게 말했다면
그리움,"Still need you, want you"
그리움,Stay by my side
그리움,우리 함께였을걸
그리움,baby my love baby my love
그리움,그리움 그 마음속에 그대는
그리움,먼곳에 보여도
그리움,다른 사랑으로 미워해도
그리움,결국 그대죠
그리움,그날에 우린 아픈 기억
그리움,온 세상엔 너무도
그리움,단 하나뿐인 그대의 흔적
그리움,니가 그리워 나를 버린 니가 너무나 미워
그리움,내 아픔 슬픔에 비해 쓰디쓴 술 한잔은 부드러워
그리움,이제는 짙은 어둠만이 나를 드리워
그리움,니가 그리워 나를 버린 니가 미워
그리움,내 아픔 슬픔에 흐르는 눈물이 안쓰러워
그리움,사랑도 이별도 아린 상처까지도
그리움,모두 다 안겨준 고마운 사람
그리움,날 보던 미소도 아름다운 기억도
그리움,내게서 다 가져간 그대란 사람
그리움,Too far away 멀어진 사랑아
그리움,날 떠난 사랑아 왜 내게 아픔들만
그리움,Don′t go away 오늘도 그대만
그리움,찾아 찾아 날 떠나지 말아 제발
그리움,눈물에 미움에 그댈 원망 해봐도
그리움,여전히 그대만 사랑할 사람
그리움,추억에 향기에 미칠것만 같아도
그리움,한숨에 다 보내고 죽어갈 사람
그리움,못 잊을 사람
그리움,여전히 너는 나의 darling
그리움,허나 이제는 갈린 그런 사이
그리움,내 모든 것들을 가지고 떠나가
그리움,too far away 슬픔은 day by day
그리움,흐르는 눈물은 절대로 멈출수가 없어
그리움,can′t stop
그리움,가슴은 널 원해 아직까지도
그리움,그러나 두 눈은 널 보내 정말 바보같이도
그리움,눈물로 덧칠해 미소는 겉치레
그리움,슬픔이 걷히게 오늘도 미쳐 소리쳐
그리움,(가슴으로 외쳐) (아직도) 바래 원해
그리움,(잊으려고 애를 써도)
그리움,난 이제 안돼 버리지 못해 널
그리움,나를 떠난 사랑아 왜 내게 아픔들만
그리움,Too far away 이러지 말아줘
그리움,날 놓지 말아줘 이대론 살수없어
그리움,Good bye away 그 말만 말아줘
그리움,안돼 안돼 날 버리지 말아 제발
그리움,자꾸만 연락을 피하고 바쁘다며 약속을 미루고
그리움,점점 변해가는 네 모습 무심한 말투 조금씩 넌 반대로 가고 있어
그리움,다급했던 이별의 순간들 아직도 난 거짓말 같아서
그리움,아름답게 웃던 네 모습 볼 수 없다고 생각하면 미칠 듯 아픈데 자꾸만 생각이나
그리움,너무나도 사랑했었고 그런 내겐 전부였는데 이젠 너와 난 반대로 살고 있나 봐
그리움,사랑해 너밖에 없단 말 그 말 너무나도 그리워서 너를 보낼 수가 없나 봐 너를
그리움,저 멀리 보이는 네 모습 웃고 있는 넌 잘 지냈나 봐
그리움,찾아가지 말걸 그랬어 믿고 싶었는데 영화 같은 일 내겐 없나 봐 나를 다 잊은 거니
그리움,사랑해 너밖에 없단 말 그 말 너무나도 그리워서 너를 보낼 수가 없나 봐
그리움,행복해 보여 나 없이도 잘 지내는데 어떻게 난 널 잊고 살 수 있을까
그리움,웃으며 내 품에 안긴 너 너의 모습이 죽을 만큼 그리워서 보낼 수가 없잖아 너를
그리움,반복돼 오늘도 이렇게
그리움,힘겨운 스물네 시간
그리움,반복돼 오늘도 머리속엔
그리움,온통 너라는 사람
그리움,또 반복해 오늘도 너에게
그리움,하지 못한 말
그리움,수없이 반복해 나도 모르게
그리움,너와 함께 듣던 이 노래
그리움,마지막까지 날 걱정해주던 니 눈빛 잘 알아
그리움,그만큼 우리 미치도록 사랑했잖아
그리움,늘 안쓰러워하던 그날들이 지나가면
그리움,이젠 너도 맘 아플 일 없을 거니까
그리움,흔들리지마 이젠 나는 괜찮아
그리움,너도 이젠 너의 갈길 그대로 그냥 가면 돼
그리움,내가 널 놓을 수 있게 너도 그냥 날 놓아주면 돼
그리움,아픈 기억들만 내게 두고 제발 가
그리움,멍청히 하루가
그리움,또 반복해 나도 모르게
그리움,마지막까지 날 위로해주던 니 눈물 잘 알아
그리움,그만큼 우리 미치도록 힘들었잖아
그리움,사랑한 만큼 아프던 그날들이 지나가면
그리움,이젠 너도 좋은 기억만 남을 거니까
그리움,좋은 기억들만 가지고 제발 가
그리움,네가 잘 지냈으면 좋겠어
그리움,행복하면 더 좋고
그리움,아픈 기억들만 내게 두고 제발 가..제발 가..
그리움,늘 똑같은 하늘에 늘 같은 하루
그리움,그대가 없는 것 말고는 달라진 게 없는데
그리움,난웃고만 싶은데 다잊은듯이 아무일
그리움,아닌듯 그렇게 웃으며 살고픈데
그리움,그리워 그리워서
그리움,그대가 그리워서
그리움,매일 난 혼자서만 그대를 부르고 불러봐요
그리움,보고파 보고파서
그리움,그대가 보고파서
그리움,이제 난 습관처럼 그대 이름만 부르네요
그리움,오늘도
그리움,난 보낸줄 알았죠 다 남김없이
그리움,아니죠 아니죠 난 아직 그대를 못 보냈죠
그리움,하루하루가 죽을 것만 같은데
그리움,어떻게 해야 해요
그리움,사랑해 사랑해요
그리움,그대를 사랑해요
그리움,말조차 못하고서 그대를 그렇게 보냈네요
그리움,미안해 미안해요
그리움,내말이 들리나요
그리움,뒤늦은 내 고백을 그댄 들을 수 있을까요
그리움,사랑해요
그리움,이젠 내가 편하니
그리움,작은 설렘조차 욕심이겠지
그리움,항상 곁에 있어서
그리움,계속 함께 있을 줄 알았나 봐
그리움,음 반복되는 시간에 지쳐가
그리움,더 이상 함께 웃을 일도 없어
그리움,봄처럼 따뜻했던
그리움,그때가 좋았어
그리움,너 하나로 충분했던
그리움,헤어지고 나서야
그리움,깨닫게 됐어
그리움,참 좋았구나
그리움,참 예뻤구나 우리
그리움,지난날에 그때가 참 좋았어
그리움,그때 그때
그리움,그때 그때 음
그리움,이미 너도 다 알잖아
그리움,돌이킬 수 없이 멀리 왔다는 거
그리움,억지로 더 노력해도
그리움,안되는 건 어쩔 수가 없더라
그리움,음 우리 언제 이렇게 됐을까
그리움,더는 너를 만날 자신이 없어
그리움,행복해서 눈물 나던
그리움,가진 것도 없고 초라했어도
그리움,서로만으로 충분했으니까 우린
그리움,너라서 좋았어
그리움,행복했어
그리움,사랑이 전부였던
그리움,그때 알았더라면
그리움,더 사랑할 걸
그리움,더 안아줄 걸
그리움,후회가 돼
그리움,사랑했던 우리가 참 그리워
그리움,잊혀질만 할 때면 지워질만 할 때면
그리움,가끔 니가 생각나 날 괴롭히더라
그리움,듣기 싫은 너의 투정도
그리움,사소한 말 다툼도
그리움,이제 와서 생각해보니 니가
그리움,내 사랑이더라
그리움,너 다시 돌아와주라
그리움,꼭 다시 돌아와주라
그리움,아무리 미워도 아무리 싫어도
그리움,널 기다리고 기다리는 내 곁으로
그리움,너 다시 와주라
그리움,지겨운 니 기억도 피곤한 잔소리도
그리움,이별 뒤에 그런 게 더 생각나더라
그리움,세월 지나 니 맘 변하면
그리움,너 올 수 있을까
그리움,오늘 하루 지나면 다시 제발
그리움,나의 곁으로
그리움,너 하나만을 기다리는 내 곁으로
그리움,한 번만 돌아 봐주라
그리움,한 번만 떠올려주라
그리움,그렇게 미워도 그렇게 싫어도
그리움,너 하나만을 기다리는 내 모습을
그리움,한 번만 기억해주라
그리움,나 다시 사랑해주라
그리움,한 번 더 생각해주라
그리움,내 생각 한 번 해주라
그리움,이렇게 아파하는 내 곁으로
그리움,혹시 다른 사랑 한다 해도
그리움,이미 다른 사랑 있다 해도
그리움,꼭 다시 너 돌아와주라
그리움,너 없는 지금도 눈부신 하늘과
그리움,눈부시게 웃는 사람들
그리움,나의 헤어짐을 모르는 세상은
그리움,슬프도록 그대로인데
그리움,시간마저 데려가지 못하게
그리움,나만은 널 보내지 못했나 봐
그리움,가시처럼 깊게 박힌 기억은
그리움,아파도 아픈 줄 모르고
그리움,그대 기억이 지난 사랑이
그리움,내 안을 파고드는 가시가 되어
그리움,제발 가라고 아주 가라고
그리움,애써도 나를 괴롭히는데
그리움,아픈 만큼 너를 잊게 된다면
그리움,차라리 앓고 나면 그만인데
그리움,너무 사랑했던 나를
그리움,크게 두려웠던 나를
그리움,미치도록 너를 그리워했던
그리움,날 이제는 놓아줘
그리움,보이지 않아 내 안에 숨어
그리움,잊으려 하면 할수록 더 아파와
그리움,(너를 보고 싶은 날엔)
그리움,멋지게 그대를 놓았죠
그리움,이렇게 아무렇지 않게
그리움,수백번 지우고 다짐을 해도
그리움,애써 남는건 아쉬움뿐
그리움,그렇게 그대를 떠나갔죠
그리움,정말 난 바보처럼 그대를 몰라
그리움,처음봤던 그 모습처럼 가슴이 떨리다가
그리움,너를 보고 싶은 날엔 눈물나는 날엔
그리움,가슴뛰는 날엔 그리운 날엔
그리움,(너의 전화번호) 다시 또 누르게 되면
그리움,니가 너무나 그리워
그리움,어쩌다 니 소식 듣게 되고
그리움,혹시나 너도 가끔 그리워할까
그리움,너무나 변했어 지금의 우리
그리움,추억도 별이 되고
그리움,(고마웠단 말에) 미안했단 말에
그리움,사랑했단 말에 서툴던 맘에
그리움,(돌아갈 수 없는) 시간이 널 부를때면
그리움,정말 너무나 그리워
그리움,(눈을 떠봐도) 보이는게 너 하나 뿐인데
그리움,무심코 거울을 보다 우리 처음 만났던 그 시간이
그리움,자꾸 스쳐 지나가도 다시 널 볼 수 있을까 워예~
그리움,많이 생각나는 날엔 반쪽 같은 날엔
그리움,울고 싶은 날엔 아프던 날엔
그리움,(너의 전화 번호) 다시 또 누르게 되면
그리움,(고마웠단 말에 미안했단 말에)
그리움,(사랑했단 말에 서툴던 맘에)
그리움,살이 좀 빠졌어요
그리움,새 일도 시작하고
그리움,음.. 그랬어요
그리움,바쁘게 지냈어요
그리움,술은 좀 는 것 같아
그리움,나쁘진 않아
그리움,계절이 바뀔 때 쯤 한번씩
그리움,가슴이 먹먹해 혼자 이 길을 걸었어요
그리움,서면역에서
그리움,술 한잔 했어요
그리움,우리의 추억이 가득한
그리움,지하상가 거리도 전포카페 골목도 그대론데
그리움,그냥 한번 전화해봤어요
그리움,미안해 하지 말아줘
그리움,잘 지내고 있어요 걱정하지 말아요
그리움,그대 나는 괜찮아
그리움,우리가 처음 만난 그 날도
그리움,비가 내렸어
그리움,그 때 그 날 밤을 기억해요
그리움,아주 많이 잊지는 말아줘요
그리움,한땐 좋았었잖아 예뻤던 우리들
그리움,서면역에서 술 한잔 어때요
그리움,그대도 가끔 내 생각 하나요
그리움,떠나버린 시간은 담을 수가 없는 걸
그리움,잘아는데
그리움,하루하루난 또 눈물 삼키고
그리움,가슴안에 니모습 지우며 살아
그리움,내맘을 다 주어도 부족한 사랑
그리움,목이 메어 더는 부르지 못해
그리움,맘에 상처가 더 커져만 가고
그리움,지우려고 애써도 지울 순 없어
그리움,그리운 니 모습이 언제나 맴돌아
그리움,나의 두눈속엔 니가 배여 자꾸만 차올라
그리움,굿바이 데이 사랑이 가네요
그리움,우리 함께 보낸 추억마저 다 가져가네요
그리움,굿바이 데이 시간아 멈춰줘
그리움,그댈 보낸맘이 죄되어 더 아프지 않게
그리움,사랑하는 사람아
그리움,니가 생각나 늘 가슴은 뛰고
그리움,맘은 벌써 네게로 달려가는데
그리움,그리운 니얼굴은 언제나 맴돌아
그리움,나의 두눈속엔 니가 베어 자꾸만 차올라
그리움,내가 사랑이 모잘라 그댈 보내고 울어요
그리움,가슴 아픈 사랑 다시는 그대 하지말아요
그리움,눈물이 내 앞을 가리고 그댈 보낸 맘이 죄되어 더 아프고 아픈날
그리움,우리 이별하는 날
그리움,어떠니 잘 지냈니 지난 여름
그리움,유난히도 힘에 겹더라 올핸
그리움,새벽녘엔 제법 쌀쌀한 바람이 어느덧
그리움,네가 좋아하던 그 가을이 와
그리움,사랑도 그러게 별수없나 봐
그리움,언제 그랬냐는 듯 계절처럼 변해가
그리움,그리워져 미치도록 사랑한
그리움,그날들이 내 잃어버린 날들이
그리움,참 많이 웃고 울었던
그리움,그때 그 시절의 우리
그리움,네가 떠올라 밤새
그리움,참 아프다 네가 너무 아프다
그리움,너를 닮은 이 시린 가을이 오면
그리움,보고 싶어서 너를 안고 싶어서
그리움,가슴이 너를 앓는다
그리움,어떠니 넌 괜찮니 지금쯤은
그리움,나를 잊고 편안해졌니 이젠
그리움,우습지 잘살길 바라면서도
그리움,막상 날 잊었을 널 떠올리면 서글퍼
그리움,너라는 계절 안에 살아
그리움,여전히 너를 꿈꾸며
그리움,고마워져 그 날들이
그리움,내 지나버린 날들이
그리움,추억은 짐이 아니라
그리움,살게 하는 힘이란 걸
그리움,가르쳐준 너니까
그리움,또 설렌다 아프도록 설렌다
그리움,너를 닮은 눈부신 가을이 오면
그리움,네가 떠올라 그리움이 차올라
그리움,눈물로 너를 앓는다
그리움,밤새 또 너를 앓는다
그리움,그때의 나 그때의 우리
그리움,참 어리석고 어렸지
그리움,그때의 우리 아무것도 아닌 일에
그리움,다투던 초라할 무렵에 기억
그리움,달 밝은 날에 하늘을 보면
그리움,우리 상처들이 떠 있고
그리움,밤 또 늦은 밤에 거릴 거닐면
그리움,그때의 추억이 선명하게 따라와
그리움,네가 그립거나 보고프거나
그리움,그런 쉬운 감정이 아니야
그리움,난 그때의 우리가 세상에
그리움,우리밖에 없었던 그때가 그리울 뿐
그리움,그때의 우리 소홀함과 편안함
그리움,그 안에서 부숴질 듯 아파했던
그리움,우리밖에 없었던 그때가 그리워
그리움,다시 그 시간으로 돌아가고픈
그리움,가벼운 순간의 감정이 아냐
그리움,난 그때의 우리가 너와 내가
그리움,이 세상 전부였던 그때가 그리울 뿐
그리움,다정했던 사람이여
그리움,나를 잊었나
그리움,벌써 나를 잊어버렸나
그리움,그리움만 남겨놓고
그리움,그대 지금
그리움,그 누구를 사랑하는가
그리움,굳은 약속 변해버렸나
그리움,예전에는 우린
그리움,서로 사랑했는데
그리움,이젠 맘이 변해버렸나
그리움,아 이별이 그리 쉬운가
그리움,세월 가버렸다고
그리움,이젠 나를 잊고서
그리움,멀리 멀리 떠나 가는가
그리움,아 나는 몰랐네
그리움,그대 마음 변할 줄
그리움,난 정말 몰랐었네
그리움,오 나 너 하나만을
그리움,믿고 살았네
그리움,그대만을 믿었네
그리움,오 네가 보고파서
그리움,나는 어쩌나
그리움,그리움만 쌓이네
그리움,네가 보고파서
그리움,텅 빈 거리를 흘러 다니며
그리움,그대의 기억들을 털어내지만
그리움,가벼워질수록 나의 사랑은
그리움,그대에게 날아간다
그리움,마지막 그대 한숨이
그리움,아프게 남아있어
그리움,이 그리움의 거리에
그리움,나는 너무 늦어버린 이별을 맞이해
그리움,혼자서만 지켜온 우리 사랑 이제 모두 다 떠나보내며
그리움,돌아보아도 전부 다 잡히지 않는 꿈처럼
그리움,나는 흐릿한 무언가로 여기 남아있어
그리움,마음속에서 떨어져 내린
그리움,슬픔의 예감들을 주워 담아서
그리움,이 또한 사랑이라 여겨왔지만
그리움,늦었음을 깨달았다
그리움,마지막 그대 미소가
그리움,이 그리움의 거리에도
그리움,보이지만 멀어 닿지 못할
그리움,별이 되어 내 사랑
그리움,나는 바래진 추억으로 여기 남아있어
그리움,My life is incomplete
그리움,It's Missing you
그리움,오늘도 하루를 보내 다를 게 없이
그리움,하나도 안 어색해 혼자 있는 게
그리움,너 없인 안될 것 같던 내가 이렇게 살아
그리움,근데 좀 허전해 난 여전히 거기 있나 봐
그리움,후련하게 다 털어내 다 다
그리움,지난 일에 마음 쓰는 게 It's alright
그리움,답이 잘 보이는가 싶다가도
그리움,어느새 날 가두는 감옥이 돼
그리움,시간은 앞으로만 가는 걸 어째
그리움,그동안 난 아무것도 이룬 것이 없네
그리움,아직도 내 마음속엔 너 Oh oh
그리움,너를 그리워하다 하루가 다 지났어
그리움,너를 그리워하다 일 년이 가버렸어
그리움,난 그냥 그렇게 살아
그리움,너를 그리워하다 그리워하다
그리움,다 괜찮을 거라 되뇌어 봐도
그리움,내 하루에 끝엔 또 너로 남아
그리움,사실 좀 허전해 넌 여전히 여기 있나 봐
그리움,내 마음은 여전해 아직 너를 원해
그리움,몇 년이 지나도 난 아직 널 그리워해
그리움,난 아직 기억해 우리 처음 봤을 때
그리움,네 옷차림과 머리 스타일도 다 정확하게
그리움,I pray for you every night and day
그리움,I hope that someday soon
그리움,I can see you once again
그리움,잠에서 깨어 헝클어진 머리처럼
그리움,내 일상도
그리움,꽤나 엉망이 돼버렸어 책임져
그리움,아무렇지 않은 척
그리움,드리워진 표정도 내 모든 곳에
그리움,스며든 네 흔적도 다 책임져 아직도 난
그리움,잊을 수 없나 봐 다시 돌아와 줘
그리움,또다시 같은 엔딩이라 해도 너
그리움,너를 잊으려 하다 하루가 지나가도
그리움,너를 지우려 하다 일 년이 가버려도
그리움,그리워하다 그리워하다
그리움,끝내 우린 스쳐가나요
그리움,기억넘어 서로를 지워야하나요
그리움,내게 사랑이준 깊은 상처는
그리움,어떻게 견디며 살아야 하는지
그리움,매일 아픈 그리움속에
그리움,가슴 텅빈채 살아도
그리움,그대를 사랑했던일
그리움,그것만은 죽어도
그리움,나 후회하지 않아요
그리움,그대가 보고싶을땐
그리움,미칠듯 보고싶을땐
그리움,그저 한번씩
그리움,나 이렇게 남 모르게 울면 돼요
그리움,잊지 말아요 그대여
그리움,잊지 말아요
그리움,내가 늘 그대에 곁에 있음을
그리움,사랑해요 그대 지금 듣고 있나요
그리움,그대 내게 올수 없어도
그리움,아직 이별은 아니죠
그리움,먼길을 돌아 언젠가
그리움,내게 돌아 오려고
그리움,떠나는 길일 테니까
그리움,언제라도 그댈 기다릴께요
그리움,먼저 그대가 날 잊는다 해도
그리움,사랑하니까 내가 더 사랑하니까
그리움,그댄 눈물도 외로움도
그리움,내가 다 가져갈게요
그리움,울지 말아요 그대여
그리움,울지 말아요
그리움,세상이 그대를 슬프게해도
그리움,사랑해요 그대 지금 듣고있나요
외로움,계절은 돌고 돌아 돌아오는데 사랑은 돌고 돌아 떠나버리고
외로움,추억을 돌고 돌아 멈춰 서있는 다시 그 계절이 왔나 봐
외로움,나 가을 타나 봐 니가 그리워진 이 밤 나 혼자 널 기다리나 봐
외로움,나 가을 타나 봐 니가 불어오는 이 밤 나 혼자서 가을 타나 봐
외로움,Baby I'm lonely lonely lonely lonely
외로움,추억은 Falling falling falling falling
